Estacion_ID,Día 1,Día 2,Día 3,Día 4,Día 5,Día 6,Día 7,Día 8,Día 9,Día 10,Día 11,Día 12,Día 13,Día 14,Día 15,Día 16,Día 17,Día 18,Día 19,Día 20,Día 21,Día 22,Día 23,Día 24,Día 25,Día 26,Día 27,Día 28
0,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 18.487, 9: 265.737, 10: 414.153, 11: 195.999, 12: 364.539, 13: 201.876, 14: 393.564, 15: 256.105, 16: 92.829, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 91.974, 9: 272.248, 10: 426.236, 11: 522.1, 12: 552.18, 13: 520.041, 14: 422.323, 15: 270.079, 16: 102.425, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 16.013, 10: 91.245, 11: 105.747, 12: 116.065, 13: 133.824, 14: 87.983, 15: 81.045, 16: 1.508, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 2.462, 9: 4.395, 10: 256.773, 11: 58.28, 12: 311.336, 13: 362.29, 14: 311.705, 15: 143.434, 16: 4.195, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 2.414, 11: 10.7, 12: 8.853, 13: 14.553, 14: 14.685, 15: 8.146, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 97.896, 9: 267.585, 10: 246.183, 11: 70.038, 12: 87.286, 13: 140.747, 14: 42.03, 15: 137.784, 16: 70.627, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 78.586, 11: 235.345, 12: 303.844, 13: 242.188, 14: 192.622, 15: 180.959, 16: 30.885, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 117.815, 9: 297.75, 10: 445.555, 11: 368.732, 12: 561.904, 13: 379.607, 14: 147.056, 15: 158.72, 16: 46.749, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 134.18, 9: 331.201, 10: 489.656, 11: 585.471, 12: 610.218, 13: 578.135, 14: 475.916, 15: 316.98, 16: 127.475, 17: 6.233, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 134.124, 9: 321.74, 10: 468.025, 11: 552.14, 12: 578.787, 13: 545.146, 14: 452.491, 15: 303.471, 16: 125.397, 17: 6.043, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 138.162, 9: 326.389, 10: 471.327, 11: 553.982, 12: 575.075, 13: 542.413, 14: 450.183, 15: 307.345, 16: 129.468, 17: 7.152, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 30.283, 9: 322.513, 10: 462.914, 11: 546.907, 12: 573.484, 13: 542.85, 14: 454.955, 15: 309.823, 16: 134.682, 17: 1.575, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 5.323, 10: 160.659, 11: 271.59, 12: 269.816, 13: 527.124, 14: 245.482, 15: 218.72, 16: 110.171, 17: 1.014, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 42.019, 9: 196.148, 10: 467.19, 11: 554.491, 12: 382.324, 13: 312.564, 14: 309.2, 15: 220.617, 16: 35.693, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 55.163, 10: 25.204, 11: 250.586, 12: 150.569, 13: 231.204, 14: 145.399, 15: 219.437, 16: 105.201, 17: 0.428, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 98.033, 10: 226.987, 11: 256.213, 12: 11.514, 13: 259.635, 14: 114.489, 15: 107.526, 16: 87.353, 17: 0.982, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 2.399, 8: 143.877, 9: 327.08, 10: 308.126, 11: 571.112, 12: 591.943, 13: 558.753, 14: 472.726, 15: 330.082, 16: 153.491, 17: 14.135, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 7.643, 8: 167.455, 9: 362.008, 10: 511.714, 11: 591.544, 12: 610.326, 13: 578.269, 14: 492.744, 15: 346.58, 16: 164.26, 17: 13.468, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 11.976, 8: 182.252, 9: 374.945, 10: 519.855, 11: 595.58, 12: 621.516, 13: 593.269, 14: 507.995, 15: 358.387, 16: 170.356, 17: 14.591, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 14.809, 8: 182.294, 9: 372.163, 10: 514.252, 11: 596.196, 12: 624.016, 13: 332.83, 14: 304.626, 15: 190.002, 16: 173.291, 17: 17.306, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 3.327, 8: 72.889, 9: 356.694, 10: 321.077, 11: 383.935, 12: 297.153, 13: 78.802, 14: 113.205, 15: 92.947, 16: 24.429, 17: 2.8, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 39.854, 10: 234.762, 11: 413.072, 12: 451.801, 13: 426.937, 14: 287.468, 15: 244.151, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 16.495, 8: 170.893, 9: 350.001, 10: 509.668, 11: 586.488, 12: 614.288, 13: 591.127, 14: 289.904, 15: 365.606, 16: 92.378, 17: 20.035, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 3.68, 8: 40.887, 9: 376.811, 10: 246.735, 11: 233.906, 12: 95.04, 13: 111.664, 14: 188.215, 15: 245.121, 16: 122.793, 17: 0.399, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 69.513, 9: 260.883, 10: 342.621, 11: 209.227, 12: 229.267, 13: 25.427, 14: 107.22, 15: 106.174, 16: 97.701, 17: 2.161, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 70.885, 9: 60.307, 10: 391.116, 11: 507.585, 12: 483.092, 13: 433.974, 14: 389.568, 15: 42.029, 16: 17.274, 17: 3.902, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 32.086, 8: 208.839, 9: 392.27, 10: 526.144, 11: 610.126, 12: 640.005, 13: 619.396, 14: 535.706, 15: 388.897, 16: 202.014, 17: 31.638, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 10.419, 8: 223.406, 9: 414.146, 10: 541.553, 11: 619.623, 12: 649.794, 13: 618.128, 14: 534.256, 15: 388.085, 16: 204.424, 17: 36.565, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}"
1,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 25.238, 9: 265.152, 10: 209.677, 11: 53.675, 12: 369.255, 13: 158.882, 14: 394.124, 15: 257.043, 16: 93.419, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 91.69, 9: 272.059, 10: 426.726, 11: 522.167, 12: 552.616, 13: 519.842, 14: 423.539, 15: 214.743, 16: 105.083, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 43.679, 10: 13.933, 11: 98.757, 12: 97.523, 13: 94.14, 14: 101.534, 15: 86.42, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 4.399, 10: 238.928, 11: 45.52, 12: 275.623, 13: 368.18, 14: 314.424, 15: 122.49, 16: 5.119, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 2.416, 11: 8.837, 12: 12.609, 13: 13.612, 14: 3.397, 15: 15.792, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 97.635, 9: 267.101, 10: 173.117, 11: 69.077, 12: 70.027, 13: 157.73, 14: 79.144, 15: 186.035, 16: 75.824, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 216.467, 11: 301.422, 12: 222.739, 13: 232.733, 14: 229.133, 15: 286.301, 16: 18.413, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 117.616, 9: 296.24, 10: 445.468, 11: 389.28, 12: 561.648, 13: 387.426, 14: 150.578, 15: 140.793, 16: 39.82, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 132.751, 9: 330.979, 10: 490.03, 11: 585.514, 12: 609.383, 13: 578.414, 14: 475.77, 15: 317.345, 16: 128.705, 17: 6.328, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 133.694, 9: 320.511, 10: 467.418, 11: 552.721, 12: 578.554, 13: 547.51, 14: 452.881, 15: 305.498, 16: 125.939, 17: 6.139, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 138.599, 9: 325.164, 10: 471.226, 11: 554.034, 12: 574.547, 13: 541.984, 14: 450.568, 15: 307.458, 16: 130.282, 17: 7.256, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 58.058, 9: 321.687, 10: 462.836, 11: 546.054, 12: 573.814, 13: 542.906, 14: 455.438, 15: 309.909, 16: 30.656, 17: 0.455, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 5.328, 10: 177.15, 11: 296.289, 12: 308.932, 13: 527.479, 14: 293.622, 15: 234.037, 16: 123.609, 17: 1.647, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 42.038, 9: 205.0, 10: 466.641, 11: 555.847, 12: 361.971, 13: 306.07, 14: 314.616, 15: 240.889, 16: 19.33, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 6.28, 10: 36.883, 11: 334.79, 12: 150.612, 13: 292.39, 14: 229.672, 15: 324.032, 16: 111.511, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 47.192, 10: 248.394, 11: 272.597, 12: 46.848, 13: 270.561, 14: 93.134, 15: 121.669, 16: 79.313, 17: 1.611, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 1.716, 8: 143.951, 9: 326.555, 10: 495.465, 11: 571.728, 12: 591.759, 13: 560.092, 14: 473.739, 15: 330.224, 16: 154.205, 17: 14.331, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 7.523, 8: 167.227, 9: 361.81, 10: 512.501, 11: 592.158, 12: 610.505, 13: 577.652, 14: 492.681, 15: 346.773, 16: 164.871, 17: 14.269, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 11.791, 8: 181.987, 9: 374.877, 10: 519.777, 11: 595.649, 12: 622.256, 13: 594.462, 14: 509.349, 15: 358.593, 16: 170.978, 17: 14.792, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 13.873, 8: 182.267, 9: 371.723, 10: 514.401, 11: 596.265, 12: 624.767, 13: 363.522, 14: 253.153, 15: 361.199, 16: 174.08, 17: 17.531, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.062, 8: 64.618, 9: 358.193, 10: 327.274, 11: 415.867, 12: 263.699, 13: 115.589, 14: 76.785, 15: 95.997, 16: 43.084, 17: 4.651, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 105.045, 10: 217.821, 11: 395.655, 12: 460.917, 13: 428.78, 14: 290.55, 15: 228.528, 16: 3.371, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 15.586, 8: 170.756, 9: 349.854, 10: 510.146, 11: 586.782, 12: 615.048, 13: 592.492, 14: 511.34, 15: 366.431, 16: 116.463, 17: 20.316, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 5.406, 8: 28.192, 9: 377.071, 10: 236.836, 11: 244.093, 12: 98.005, 13: 28.433, 14: 225.69, 15: 278.376, 16: 128.443, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 10.876, 9: 235.854, 10: 328.375, 11: 236.336, 12: 298.086, 13: 37.8, 14: 163.334, 15: 92.857, 16: 150.217, 17: 6.971, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 66.909, 9: 102.328, 10: 394.3, 11: 612.332, 12: 491.38, 13: 439.601, 14: 377.903, 15: 125.947, 16: 21.083, 17: 3.426, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 31.95, 8: 208.45, 9: 392.119, 10: 528.192, 11: 611.011, 12: 641.681, 13: 620.834, 14: 537.297, 15: 390.282, 16: 202.878, 17: 32.328, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 38.292, 8: 222.715, 9: 413.449, 10: 544.151, 11: 619.975, 12: 650.531, 13: 618.66, 14: 534.71, 15: 388.891, 16: 205.274, 17: 37.272, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}"
