Estacion_ID,Estacion_ID,Día 1,Día 2,Día 3,Día 4,Día 5,Día 6,Día 7,Día 8,Día 9,Día 10,Día 11,Día 12,Día 13,Día 14,Día 15,Día 16,Día 17,Día 18,Día 19,Día 20,Día 21,Día 22,Día 23,Día 24,Día 25,Día 26,Día 27,Día 28
0,0,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.25676388888888885, 9: 3.690791666666667, 10: 5.752125, 11: 2.722208333333333, 12: 5.063041666666667, 13: 2.8038333333333334, 14: 5.466166666666667, 15: 3.557013888888889, 16: 1.2892916666666665, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.2774166666666666, 9: 3.781222222222222, 10: 5.919944444444444, 11: 7.251388888888889, 12: 7.669166666666666, 13: 7.222791666666668, 14: 5.865597222222222, 15: 3.7510972222222225, 16: 1.4225694444444443, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.2224027777777778, 10: 1.2672916666666667, 11: 1.4687083333333333, 12: 1.6120138888888889, 13: 1.858666666666667, 14: 1.2219861111111112, 15: 1.125625, 16: 0.020944444444444446, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.034194444444444444, 9: 0.06104166666666666, 10: 3.566291666666667, 11: 0.8094444444444444, 12: 4.324111111111112, 13: 5.031805555555556, 14: 4.329236111111111, 15: 1.992138888888889, 16: 0.05826388888888889, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.03352777777777778, 11: 0.1486111111111111, 12: 0.12295833333333334, 13: 0.202125, 14: 0.20395833333333335, 15: 0.1131388888888889, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.3596666666666666, 9: 3.716458333333333, 10: 3.419208333333333, 11: 0.97275, 12: 1.2123055555555555, 13: 1.9548194444444447, 14: 0.58375, 15: 1.9136666666666666, 16: 0.9809305555555555, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 1.0914722222222222, 11: 3.2686805555555556, 12: 4.220055555555556, 13: 3.363722222222222, 14: 2.6753055555555556, 15: 2.5133194444444444, 16: 0.42895833333333333, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.6363194444444444, 9: 4.135416666666667, 10: 6.188263888888889, 11: 5.121277777777778, 12: 7.804222222222222, 13: 5.272319444444445, 14: 2.0424444444444445, 15: 2.2044444444444444, 16: 0.6492916666666667, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.863611111111111, 9: 4.600013888888889, 10: 6.800777777777778, 11: 8.131541666666667, 12: 8.475249999999999, 13: 8.029652777777777, 14: 6.609944444444444, 15: 4.4025, 16: 1.770486111111111, 17: 0.08656944444444443, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.8628333333333333, 9: 4.4686111111111115, 10: 6.500347222222222, 11: 7.668611111111111, 12: 8.038708333333334, 13: 7.571472222222222, 14: 6.284597222222222, 15: 4.214875, 16: 1.741625, 17: 0.08393055555555556, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.9189166666666668, 9: 4.533180555555556, 10: 6.546208333333333, 11: 7.694194444444444, 12: 7.987152777777778, 13: 7.533513888888889, 14: 6.252541666666667, 15: 4.268680555555556, 16: 1.7981666666666665, 17: 0.09933333333333333, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.42059722222222223, 9: 4.479347222222222, 10: 6.429361111111111, 11: 7.595930555555556, 12: 7.965055555555556, 13: 7.539583333333334, 14: 6.318819444444444, 15: 4.303097222222222, 16: 1.8705833333333333, 17: 0.021875, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.07393055555555555, 10: 2.231375, 11: 3.772083333333333, 12: 3.747444444444444, 13: 7.321166666666667, 14: 3.409472222222222, 15: 3.037777777777778, 16: 1.530152777777778, 17: 0.014083333333333333, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.5835972222222222, 9: 2.7242777777777776, 10: 6.48875, 11: 7.701263888888889, 12: 5.3100555555555555, 13: 4.341166666666667, 14: 4.294444444444444, 15: 3.0641249999999998, 16: 0.4957361111111111, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.7661527777777777, 10: 0.35005555555555556, 11: 3.4803611111111112, 12: 2.091236111111111, 13: 3.2111666666666667, 14: 2.0194305555555556, 15: 3.0477361111111114, 16: 1.461125, 17: 0.005944444444444444, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 1.3615694444444444, 10: 3.152597222222222, 11: 3.558513888888889, 12: 0.15991666666666665, 13: 3.6060416666666666, 14: 1.590125, 15: 1.4934166666666666, 16: 1.213236111111111, 17: 0.013638888888888888, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.03331944444444444, 8: 1.9982916666666668, 9: 4.542777777777777, 10: 4.279527777777777, 11: 7.9321111111111104, 12: 8.221430555555555, 13: 7.760458333333334, 14: 6.565638888888889, 15: 4.584472222222222, 16: 2.1318194444444445, 17: 0.19631944444444444, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.10615277777777778, 8: 2.325763888888889, 9: 5.027888888888889, 10: 7.107138888888889, 11: 8.21588888888889, 12: 8.476750000000001, 13: 8.031513888888888, 14: 6.8436666666666675, 15: 4.813611111111111, 16: 2.281388888888889, 17: 0.18705555555555556, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.16633333333333333, 8: 2.531277777777778, 9: 5.207569444444444, 10: 7.220208333333334, 11: 8.271944444444445, 12: 8.632166666666667, 13: 8.239847222222222, 14: 7.055486111111112, 15: 4.977597222222222, 16: 2.3660555555555556, 17: 0.20265277777777777, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.20568055555555553, 8: 2.531861111111111, 9: 5.168930555555556, 10: 7.142388888888888, 11: 8.2805, 12: 8.666888888888888, 13: 4.622638888888889, 14: 4.230916666666666, 15: 2.638916666666667, 16: 2.4068194444444444, 17: 0.24036111111111114, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.04620833333333333, 8: 1.012347222222222, 9: 4.954083333333333, 10: 4.459402777777778, 11: 5.332430555555556, 12: 4.127125, 13: 1.0944722222222223, 14: 1.5722916666666666, 15: 1.2909305555555557, 16: 0.33929166666666666, 17: 0.03888888888888889, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.5535277777777777, 10: 3.2605833333333334, 11: 5.737111111111111, 12: 6.275013888888889, 13: 5.929680555555556, 14: 3.9926111111111116, 15: 3.3909861111111113, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.22909722222222223, 8: 2.3735138888888887, 9: 4.8611249999999995, 10: 7.078722222222222, 11: 8.145666666666667, 12: 8.531777777777778, 13: 8.210097222222222, 14: 4.0264444444444445, 15: 5.077861111111111, 16: 1.2830277777777779, 17: 0.27826388888888887, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.051111111111111114, 8: 0.567875, 9: 5.233486111111111, 10: 3.4268750000000003, 11: 3.2486944444444443, 12: 1.32, 13: 1.550888888888889, 14: 2.614097222222222, 15: 3.4044583333333334, 16: 1.7054583333333335, 17: 0.005541666666666667, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.9654583333333334, 9: 3.623375, 10: 4.758624999999999, 11: 2.9059305555555555, 12: 3.184263888888889, 13: 0.35315277777777776, 14: 1.4891666666666667, 15: 1.474638888888889, 16: 1.3569583333333333, 17: 0.03001388888888889, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.9845138888888889, 9: 0.8375972222222222, 10: 5.432166666666666, 11: 7.049791666666667, 12: 6.709611111111111, 13: 6.027416666666666, 14: 5.410666666666667, 15: 0.5837361111111111, 16: 0.23991666666666667, 17: 0.05419444444444445, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.44563888888888886, 8: 2.900541666666667, 9: 5.448194444444444, 10: 7.307555555555556, 11: 8.473972222222223, 12: 8.888958333333333, 13: 8.602722222222221, 14: 7.440361111111112, 15: 5.401347222222222, 16: 2.80575, 17: 0.4394166666666667, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.14470833333333333, 8: 3.1028611111111113, 9: 5.752027777777778, 10: 7.521569444444444, 11: 8.605875000000001, 12: 9.024916666666666, 13: 8.585111111111111, 14: 7.420222222222222, 15: 5.390069444444444, 16: 2.8392222222222223, 17: 0.5078472222222222, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}"
1,1,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.35052777777777777, 9: 3.6826666666666665, 10: 2.9121805555555556, 11: 0.7454861111111111, 12: 5.128541666666667, 13: 2.2066944444444445, 14: 5.473944444444445, 15: 3.5700416666666666, 16: 1.2974861111111111, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.2734722222222221, 9: 3.7785972222222224, 10: 5.92675, 11: 7.252319444444445, 12: 7.675222222222222, 13: 7.220027777777777, 14: 5.882486111111111, 15: 2.9825416666666666, 16: 1.459486111111111, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.6066527777777778, 10: 0.19351388888888887, 11: 1.371625, 12: 1.354486111111111, 13: 1.3075, 14: 1.4101944444444445, 15: 1.2002777777777778, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.06109722222222222, 10: 3.3184444444444443, 11: 0.6322222222222222, 12: 3.828097222222222, 13: 5.113611111111111, 14: 4.367, 15: 1.70125, 16: 0.07109722222222221, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.033555555555555554, 11: 0.1227361111111111, 12: 0.175125, 13: 0.18905555555555556, 14: 0.04718055555555555, 15: 0.21933333333333332, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.3560416666666668, 9: 3.709736111111111, 10: 2.4044027777777774, 11: 0.9594027777777777, 12: 0.9725972222222222, 13: 2.1906944444444445, 14: 1.0992222222222223, 15: 2.5838194444444444, 16: 1.053111111111111, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 3.006486111111111, 11: 4.186416666666667, 12: 3.0935972222222223, 13: 3.2324027777777777, 14: 3.182402777777778, 15: 3.9764027777777775, 16: 0.2557361111111111, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.6335555555555556, 9: 4.114444444444445, 10: 6.187055555555556, 11: 5.406666666666666, 12: 7.800666666666667, 13: 5.380916666666667, 14: 2.091361111111111, 15: 1.9554583333333335, 16: 0.5530555555555555, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.843763888888889, 9: 4.596930555555556, 10: 6.805972222222222, 11: 8.132138888888889, 12: 8.463652777777778, 13: 8.033527777777778, 14: 6.607916666666666, 15: 4.407569444444444, 16: 1.7875694444444445, 17: 0.08788888888888889, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.8568611111111109, 9: 4.451541666666667, 10: 6.491916666666667, 11: 7.6766805555555555, 12: 8.035472222222221, 13: 7.604305555555555, 14: 6.290013888888889, 15: 4.243027777777778, 16: 1.7491527777777778, 17: 0.08526388888888889, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.924986111111111, 9: 4.516166666666667, 10: 6.5448055555555555, 11: 7.694916666666667, 12: 7.979819444444445, 13: 7.527555555555556, 14: 6.257888888888889, 15: 4.270250000000001, 16: 1.8094722222222224, 17: 0.10077777777777779, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.8063611111111111, 9: 4.467875, 10: 6.428277777777778, 11: 7.584083333333333, 12: 7.9696388888888885, 13: 7.54036111111111, 14: 6.325527777777777, 15: 4.304291666666667, 16: 0.42577777777777776, 17: 0.006319444444444444, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.07400000000000001, 10: 2.4604166666666667, 11: 4.115125, 12: 4.2907222222222225, 13: 7.326097222222223, 14: 4.078083333333334, 15: 3.250513888888889, 16: 1.7167916666666665, 17: 0.022875, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.583861111111111, 9: 2.8472222222222223, 10: 6.4811250000000005, 11: 7.720097222222222, 12: 5.027375, 13: 4.250972222222222, 14: 4.369666666666666, 15: 3.3456805555555555, 16: 0.2684722222222222, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.08722222222222223, 10: 0.512263888888889, 11: 4.649861111111111, 12: 2.091833333333333, 13: 4.060972222222222, 14: 3.189888888888889, 15: 4.500444444444444, 16: 1.5487638888888888, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.6554444444444445, 10: 3.4499166666666667, 11: 3.7860694444444443, 12: 0.6506666666666666, 13: 3.7577916666666664, 14: 1.2935277777777778, 15: 1.6898472222222223, 16: 1.1015694444444444, 17: 0.022375, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.02383333333333333, 8: 1.9993194444444444, 9: 4.535486111111111, 10: 6.881458333333333, 11: 7.940666666666666, 12: 8.218875, 13: 7.779055555555555, 14: 6.579708333333333, 15: 4.586444444444444, 16: 2.1417361111111113, 17: 0.19904166666666667, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.10448611111111111, 8: 2.3225972222222224, 9: 5.025138888888889, 10: 7.118069444444444, 11: 8.224416666666666, 12: 8.479236111111112, 13: 8.022944444444445, 14: 6.842791666666667, 15: 4.816291666666667, 16: 2.2898750000000003, 17: 0.19818055555555555, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.1637638888888889, 8: 2.527597222222222, 9: 5.206625, 10: 7.219125000000001, 11: 8.272902777777778, 12: 8.642444444444443, 13: 8.256416666666667, 14: 7.074291666666666, 15: 4.980458333333334, 16: 2.3746944444444447, 17: 0.20544444444444443, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.19268055555555555, 8: 2.531486111111111, 9: 5.162819444444445, 10: 7.144458333333333, 11: 8.281458333333333, 12: 8.677319444444445, 13: 5.048916666666667, 14: 3.5160138888888888, 15: 5.016652777777778, 16: 2.417777777777778, 17: 0.2434861111111111, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0008611111111111111, 8: 0.8974722222222221, 9: 4.9749027777777775, 10: 4.545472222222222, 11: 5.775930555555556, 12: 3.6624861111111113, 13: 1.6054027777777777, 14: 1.0664583333333333, 15: 1.3332916666666668, 16: 0.598388888888889, 17: 0.06459722222222222, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 1.4589583333333334, 10: 3.0252916666666665, 11: 5.495208333333333, 12: 6.401624999999999, 13: 5.955277777777777, 14: 4.035416666666666, 15: 3.174, 16: 0.04681944444444444, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.21647222222222223, 8: 2.371611111111111, 9: 4.859083333333333, 10: 7.085361111111111, 11: 8.149750000000001, 12: 8.542333333333334, 13: 8.229055555555554, 14: 7.101944444444444, 15: 5.0893194444444445, 16: 1.6175416666666667, 17: 0.2821666666666667, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.07508333333333334, 8: 0.39155555555555555, 9: 5.237097222222222, 10: 3.289388888888889, 11: 3.3901805555555553, 12: 1.3611805555555554, 13: 0.39490277777777777, 14: 3.1345833333333335, 15: 3.866333333333333, 16: 1.7839305555555558, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.15105555555555555, 9: 3.2757500000000004, 10: 4.560763888888889, 11: 3.2824444444444447, 12: 4.140083333333333, 13: 0.5249999999999999, 14: 2.268527777777778, 15: 1.2896805555555555, 16: 2.0863472222222224, 17: 0.09681944444444444, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.9292916666666667, 9: 1.4212222222222222, 10: 5.476388888888889, 11: 8.50461111111111, 12: 6.824722222222222, 13: 6.105569444444445, 14: 5.248652777777778, 15: 1.749263888888889, 16: 0.2928194444444444, 17: 0.04758333333333334, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.44375, 8: 2.895138888888889, 9: 5.446097222222223, 10: 7.336, 11: 8.486263888888889, 12: 8.912236111111111, 13: 8.622694444444443, 14: 7.462458333333334, 15: 5.420583333333333, 16: 2.8177499999999998, 17: 0.44900000000000007, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.5318333333333334, 8: 3.093263888888889, 9: 5.7423472222222225, 10: 7.557652777777777, 11: 8.61076388888889, 12: 9.035152777777776, 13: 8.5925, 14: 7.426527777777778, 15: 5.401263888888889, 16: 2.851027777777778, 17: 0.5176666666666666, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0}"
